202tabanP;2021tabanY;2022tabanP;2022tabanY;2023tabanP;2023tabanY
;;;;173,7957;84,44
;;;;173,3133;77,11
;;;;173,2627;61,26
;;;;173,2158;85,8
;;;;173,1985;94,82
;;;;173,1372;98,75
;;;;173,1068;98,76
;;;;173,0992;98,76
;;;;172,5777;98,82
;;;;172,2469;98,87
;;;;172,2175;98,87
;;;;172,2106;54,15
;;;;172,1395;98,88
;;;;171,8789;98,91
;;;;171,3681;98,97
;;;;171,311;98,98
;;;;171,2883;98,98
;;;;171,0577;99,01
;;;;170,9786;88,59
;;;;170,6186;91,81
;;;;170,371;76,13
;;;;169,7312;99,15
;;;;168,9232;99,22
;;;;168,8046;99,24
;;;;168,7205;95,85
;;;;168,5629;78,95
;;;;168,5466;99,26
;;;;168,4814;99,26
;;;;167,4302;99,34
;;;;166,9404;99,38
;;;;166,8632;99,39
;;;;166,8088;99,39
;;;;166,7791;86,4
;;;;166,6947;99,4
;;;;166,6092;92,56
;;;;166,5085;77,07
;;;;166,3118;83,51
;;;;165,9459;99,38
;;;;165,835;73,33
;;;;165,723;99,47
;;;;165,5053;70,72
;;;;165,4651;94,38
;;;;165,2313;99,5
;;;;164,8378;99,52
;;;;164,5357;98,3
;;;;164,4048;95,8
;;;;164,2193;69,5
;;;;164,1133;97,99
;;;;164,0969;93,65
;;;;164,0267;81,33
;;;;163,3734;99,6
;;;;163,1167;79,86
;;;;163,0129;99,62
;;;;162,7045;99,63
;;;;162,3678;99,65
;;;;162,1009;99,66
;;;;161,5235;99,69
;;;;160,4876;99,72
;;;;160,0945;99,74
;;;;160,0379;99,74
;;;;159,3603;99,76
;;;;159,1939;72,77
;;;;158,4782;99,79
;;;;157,5786;96,42
;;;;156,2885;98,75
;;;;156,2733;99,85
;;;;156,0634;99,85
;;;;155,5511;99,34
;;;;155,0813;42,84
;;;;152,7482;99,91
;;;;152,1853;99,92
;;;;149,1925;97,49
;;;;145,4527;31,92
;;;;140,3031;99,99
;;;;133,6308;62,6
