202tabanP;2021tabanY;2022tabanP;2022tabanY;2023tabanP;2023tabanY
311;23,87;345,9566;21,52;376,8423;19,78
310,8691;23,82;345,8338;21,55;376,7501;19,79
310,8082;23,84;345,8077;21,56;376,7177;19,8
310,7976;23,84;345,7273;21,58;376,7106;19,8
310,7453;23,86;345,6261;21,61;376,6977;19,81
310,4687;23,93;345,5536;21,62;376,2493;19,9
310,0811;24,04;345,3335;21,68;376,2385;18,82
310,0046;24,07;345,3241;21,68;376,2342;19,9
310;24,1;345,1192;21,74;376,193;19,91
309,9899;24,07;345,0796;21,75;376,0626;19,94
309,8697;24,11;345,0588;21,75;376,0155;19,95
309,8347;24,12;345;21,65;375,9991;19,95
309,7501;24,14;344,8993;21,79;375,9986;19,95
309,6246;24,18;344,7724;21,82;375,8774;19,97
309,4047;24,24;344,7412;21,83;375,8354;19,98
309,1217;24,33;344,6319;21,86;375,781;19,99
309;24,5;344,5301;21,89;375,6459;20,02
308,9315;24,39;344,3926;21,92;375,6364;20,02
308,7312;24,45;344,2322;21,97;375,5223;20,04
308,7036;24,46;344,1217;22;375,5035;20,05
308,6887;24,46;344;21,97;375,4551;20,06
308,6836;24,46;343,7494;22,09;375,3858;20,07
308,6167;24,48;343,6705;22,11;375,0338;20,14
308,5977;24,48;343,5575;22,14;374,9763;20,15
308,4459;24,53;343,4462;22,17;374,8299;20,18
308,1977;24,6;343,2896;22,21;374,7724;20,2
307,8405;24,71;343,1284;22,25;374,6892;20,21
307,7906;24,72;342,8358;22,33;374,5031;20,25
307,6694;24,75;342,7301;22,36;374,3082;20,29
307,4884;24,81;342,6099;22,39;374,2819;20,3
307,4;24,84;342,5986;22,39;374,2812;20,3
307,3786;24,84;342,5035;22,42;374,1198;20,33
307,2246;24,89;342,3801;22,45;373,9473;20,37
307,1145;24,92;342,3238;22,47;373,936;20,37
307,0922;24,93;342,2216;22,5;373,4989;20,46
306,6141;25,08;342,2165;22,5;373,3847;20,49
306,4232;25,14;342,1121;22,52;373,264;20,51
306,0118;25,26;342,0912;22,53;372,963;20,57
305,9627;25,28;342,0619;22,54;372,9164;20,58
305,7111;25,35;342;22,61;372,796;20,61
305,5714;25,4;341,9491;22,57;372,6744;20,64
305,5132;25,42;341,8738;22,59;372,4613;20,68
305,4917;25,42;341,7276;22,63;372,4252;20,69
305,3192;25,48;341,6669;22,65;372,4119;20,69
305,2152;25,51;341,6473;22,65;372,2815;20,72
305;25,69;341,5969;22,67;372,1896;20,74
304,8898;25,61;341,5726;22,67;372,1243;15,37
304,7178;25,66;341,5632;22,67;371,8658;20,81
304,1598;25,83;341,5453;22,68;371,8022;20,82
304,1103;25,85;341,4845;22,69;371,7581;20,83
304,0049;25,88;341,1228;22,8;371,637;20,85
303,9425;25,9;341;22,79;371,4142;20,9
303,9392;25,9;340,9119;22,85;371,351;20,91
303,7107;25,97;340,8716;22,86;371,2699;20,93
303,5582;26,02;340,8402;22,87;371,2644;20,93
303,4145;26,06;340,7873;22,89;371,2106;20,94
303,3235;26,09;340,5587;22,95;371,2079;18,03
303,1751;26,14;340,4725;22,97;371,0704;20,97
303,1531;26,15;340,2522;23,04;370,8628;21,02
303,1283;26,15;340,0943;23,08;370,7429;21,05
303,0274;26,19;340,0666;23,09;370,716;21,05
302,9456;26,21;340;23,11;370,6951;21,06
302,9185;26,22;339,6629;23,2;370,4052;21,12
302,7749;26,26;339,5071;23,24;370,0539;21,19
302,7744;26,26;339,3993;23,27;369,8811;21,23
302,6604;26,3;339,1814;23,33;369,7784;21,25
302,6545;26,3;338,6658;23,47;369,1184;4,54
302,6207;26,32;338,5103;23,51;369,0436;21,4
302,5862;26,33;338,4887;23,52;368,9456;21,42
302,55;26,34;338,4509;23,53;368,9392;21,43
302,5351;26,35;338,2478;23,59;368,7925;21,46
302,3818;26,4;338,1182;23,62;368,5236;21,52
302;26,46;338,1101;23,63;368,4974;21,53
301,54;26,66;337,9846;23,66;368,4702;21,53
301,1267;26,79;337,8065;23,71;368,1913;21,59
301;26,92;337,7672;23,72;368,1806;21,59
300,8332;26,88;337,6195;23,76;367,8948;21,65
300,7484;26,91;337,6168;23,76;367,8912;16,18
300,5616;26,96;337,5229;23,79;367,6571;21,7
300,1039;27,1;337,1903;23,88;367,3988;21,75
300,1018;27,11;337,0565;23,92;367,2242;21,79
299,8829;27,18;337;24,04;367,1146;17,39
299,8065;27,2;336,9988;23,94;366,9646;21,85
299,7529;27,22;336,7512;24;366,7179;21,9
299,5858;27,28;336,7056;24,02;366,693;21,91
299,3641;27,36;336,4437;24,09;366,6298;21,92
299,1678;27,42;336,4351;24,09;366,4242;21,97
299,0413;27,46;336,4264;24,1;366,1186;22,04
298,7605;27,55;336,3777;24,11;366,0487;22,05
298,6858;27,58;336,1442;24,18;366,0061;22,06
298,6486;27,59;336,12;24,19;365,9582;22,07
298,5736;27,61;335,8426;24,26;365,9098;22,08
298,3314;27,69;335,5748;24,34;365,7349;22,12
298,3262;27,7;335,1452;24,46;365,5455;22,17
298,1891;27,74;335,0221;24,49;365,5062;22,17
298,0564;27,79;334,9282;24,52;365,2776;22,22
298,0166;27,8;334,8749;24,54;365,2772;19,95
298,0065;27,8;334,8015;24,56;365,2715;22,22
297,9409;27,83;334,3643;24,69;365,1511;22,25
297,8939;27,84;334,2729;24,71;364,9775;22,28
297,8214;27,87;334,27;24,72;364,9619;22,29
297,6938;27,91;334,2611;24,72;364,7944;22,33
297,6409;27,92;334,2376;24,72;364,601;22,37
297,3487;28,02;334,2322;24,72;364,5053;22,39
297;28,14;334;24,8;364,1562;22,46
296,9666;28,15;334;24,8;364,0531;22,49
296,8049;28,21;333,8829;24,83;364,015;22,49
296,5949;28,28;333,8187;24,85;363,9592;22,51
296,3263;28,38;333,6232;24,9;363,7949;22,54
296,2883;28,39;333,5786;24,92;363,4432;21,75
296,1721;28,43;333,5157;24,94;363,4209;22,62
295,9513;28,51;333,1465;25,04;363,3546;22,63
295,8611;28,54;333,1251;25,05;363,3257;22,64
295,7904;28,56;333;24,96;363,2766;22,65
295,7713;28,57;332,9871;25,09;363,1607;22,68
295,4223;28,69;332,9082;25,11;363,1141;22,69
295,3439;28,71;332,8979;25,12;363,0961;22,69
295,1991;28,76;332,8772;25,12;363,0136;22,71
295,1704;28,77;332,7548;25,16;362,7655;22,76
295,1419;28,78;332,6977;25,18;362,6941;22,78
295;28,7;332,4599;25,25;362,6536;22,79
295;28,71;332,4057;25,26;362,6408;22,79
295;28,83;332,2782;25,3;362,5478;22,81
294,8906;28,87;332,2679;25,3;362,4952;22,82
294,8264;28,89;332,0835;25,36;362,3617;22,85
294,73;28,92;332;25,52;362,2559;22,88
294,5917;28,98;331,8368;25,43;361,9711;22,94
294,5168;29;331,7386;25,46;361,9539;22,95
294,2356;29,1;331,4243;25,55;361,6478;23,02
294,0687;29,16;331,3839;25,56;361,3941;23,07
294;29,29;331;25,64;361,3687;23,08
293,8839;29,22;330,9503;25,69;361,2468;23,1
293,7923;29,25;330,8649;25,72;361,2034;23,11
293,5502;29,33;330,6849;25,77;361,023;23,15
293,2931;29,42;330,5352;25,82;360,9056;23,18
293,2685;29,43;330,5346;25,82;360,9015;23,18
293,1798;29,47;330,4927;25,83;360,6646;23,23
293,0999;29,49;330,4265;25,85;360,5734;23,25
292,9722;29,53;330,4004;25,86;360,5367;23,26
292,8688;29,57;330,3247;25,88;360,4956;23,27
292,8312;29,58;330,2795;25,89;360,3092;23,31
292,8035;29,59;330,2613;25,9;360,3002;23,31
292,8012;29,59;330;25,9;360,2708;23,32
292,5612;29,68;330;25,92;360,1997;23,34
292,4992;29,7;329,9706;25,99;360,1202;23,35
292,1791;29,81;329,9691;25,99;359,8995;23,4
292,0474;29,85;329,9678;25,99;359,5709;23,47
292;29,96;329,8528;26,03;359,199;23,56
291,6205;30,01;329,8014;26,04;359,0256;23,6
291,2802;30,13;329,7628;26,05;359,0153;23,6
291,1901;30,16;329,7528;26,05;358,9083;23,63
290,9391;30,25;329,6366;26,09;358,8855;23,63
290,6529;30,35;329,6178;26,09;358,815;23,65
290,6084;30,37;329,4426;26,15;358,5894;23,7
290,4484;30,42;328,9335;26,3;358,3682;23,75
290,3103;30,48;328,8759;26,32;358,3286;23,76
290,3015;30,48;328,7346;26,36;358,3027;15,37
290,2647;30,49;328,7284;26,37;358,1317;23,8
290,1535;30,53;328,5946;26,4;358,0319;23,82
290,0019;30,59;328,3951;26,47;357,8868;23,85
289,7455;30,67;328,3274;26,49;357,581;23,92
289,7002;30,69;328,2909;26,5;357,5355;23,93
289,5608;30,74;328,2891;26,5;357,3918;23,97
289,3204;30,82;328,26;26,51;357,3419;23,98
289;31,11;328,2479;26,51;356,8916;24,08
288,9891;30,94;328,2284;26,52;356,8733;24,08
288,8698;30,99;328;26,53;356,7981;24,1
288,7875;31,02;327,9496;26,6;356,7792;17,49
288,4386;31,14;327,8185;26,64;356,7359;24,12
288,0535;31,28;327,6536;26,69;356,6923;24,12
287,9615;31,32;327,6247;26,7;356,6518;24,13
287,7601;31,39;327,1769;26,84;356,5952;24,15
287,4654;31,5;327;26,79;356,5507;24,16
287,4156;31,52;326,8984;26,92;356,5108;24,17
287,3441;31,54;326,8573;26,93;356,3852;24,2
287,2698;31,57;326,5947;27,02;356,3639;24,2
287,2491;31,58;326,4617;27,06;356,2722;24,22
287,1655;31,61;326,3019;27,11;356,0281;18,82
287;31,66;326,0419;27,2;355,6562;24,36
286,8627;31,72;325,8558;27,26;355,5839;24,38
286,7398;31,77;325,7311;27,3;355,5319;24,39
286,7062;31,78;325,6481;27,33;355,2105;24,46
286,6856;31,78;325,6032;27,34;354,9988;15,37
286,6114;31,81;325,3396;27,43;354,8488;24,55
286,3345;31,92;325,3129;27,44;354,7624;24,57
286,0674;32,02;325,2652;27,45;354,7237;24,57
286;32,08;325,1209;27,5;354,3235;24,67
285,8858;32,09;325,0942;27,51;354,1992;24,69
285,8134;32,11;324,8765;27,58;354,0606;24,73
285,0794;32,4;324,7654;27,61;354,0423;24,73
284,6684;32,56;324,6648;27,64;353,8977;24,77
284,6499;32,57;324,5451;27,68;353,7587;24,8
284,5273;32,62;324,5342;27,69;353,663;24,83
284,4231;32,66;324,0135;27,85;353,5249;24,86
284,3389;32,69;323,6999;27,95;352,8607;25,01
284,1343;32,76;323,6906;27,95;352,6206;25,07
284,0444;32,8;323,6292;27,97;352,5716;25,08
283,9547;32,83;323,5783;27,99;352,4557;25,11
283,9242;32,85;323,4362;28,03;352,3002;25,14
283,6525;32,95;323,3173;28,07;352,2962;25,14
283,6511;32,96;323,1513;28,12;352,295;25,14
283,2606;33,11;323,0723;28,14;352,1641;25,18
282,9288;33,24;322,9959;28,17;352,0716;25,2
282,8014;33,29;322,6256;28,29;351,7662;25,27
282,7836;33,3;322,4335;28,35;351,6144;25,31
282,7737;33,3;322,2755;28,4;350,7313;25,53
282,6805;33,34;322,2452;28,41;350,5977;25,56
282,6112;33,36;322,0392;28,48;350,5871;25,56
282,4989;33,41;321,9903;28,49;350,3154;25,63
282,0448;33,58;321,5383;28,64;350,2336;25,65
282;33,63;321,5353;28,65;350,2072;25,65
281,6549;33,74;321,3788;28,7;350,2042;25,66
281,6234;33,75;321,0772;28,79;350,1414;25,67
281,5582;33,78;321,0367;28,81;350,0257;25,7
281,5424;33,78;320,7758;28,89;349,9819;25,71
281,4952;33,8;320,6714;28,92;349,8902;25,73
281,3295;33,87;320,3178;29,04;349,846;25,74
281,2086;33,92;320,1658;29,09;349,713;25,77
281,0786;33,97;320,1256;29,1;349,6963;19,95
281;33,97;320,1157;29,1;349,4146;25,84
280,8539;34,06;320;29,05;349,1026;25,92
280,8414;34,06;319,9552;29,15;348,8977;13,9
280,8191;34,07;319,8355;29,2;348,3887;26,09
280,6257;34,15;319,7296;29,23;348,212;26,13
280,5633;34,18;319,2254;29,39;348,1473;21,75
280,5464;34,19;318,9976;29,47;348,0117;26,18
280,5127;34,2;318,9065;29,5;347,9207;26,2
280,4672;34,22;318,7451;29,55;347,8683;26,21
280,2429;34,3;318,6934;29,57;347,4866;26,31
280,1884;34,33;318,6234;29,59;347,4183;26,32
280,0678;34,38;318,48;29,64;347,2842;26,36
280;34,37;318,3946;29,67;347,2194;26,37
279,9713;34,42;318,3795;29,67;346,9986;26,43
279,9158;34,44;318,3437;29,68;346,7921;26,47
279,8997;34,45;318,2993;29,7;346,7376;26,49
279,7913;34,5;318,2777;29,7;346,6031;26,52
279,3615;34,67;318,2702;29,71;346,5635;26,53
279,3183;34,68;318,2458;29,72;346,1905;26,62
279,3112;34,69;318,1494;29,75;346,0612;26,65
279,2779;34,7;318,0883;29,77;345,9086;26,69
279,04;34,8;317,9243;29,82;345,788;26,72
279;34,72;317,7616;29,88;345,0742;26,89
278,9731;34,83;317,4744;29,98;344,9343;15,65
278,8736;34,87;317,3166;30,03;344,8867;26,94
278,8683;34,87;317,1933;30,07;344,7766;26,97
278,7329;34,93;317,1463;30,09;344,6598;27
278,3912;35,07;316,8686;30,18;344,548;27,02
278,3438;35,09;316,7369;30,22;344,4636;27,04
278,2408;35,13;316,7239;30,22;344,4452;27,05
278,0811;35,2;316,5869;30,27;344,4201;27,06
277,8058;35,31;316,56;30,28;344,3996;27,06
277,7357;35,34;316,3023;30,37;344,305;27,08
277,5929;35,4;316,2487;30,38;344,2745;27,09
277,5436;35,42;316,0763;30,44;344,2721;27,09
277,3874;35,49;316,0181;30,46;344,1277;27,13
277,3438;35,51;315,9802;30,47;344,093;27,14
277,3109;35,52;315,9395;30,49;344,0177;27,15
276,6915;35,78;315,8309;30,52;343,9884;27,16
276,5724;35,83;315,7435;30,55;343,9446;27,17
276,5144;35,85;315,7267;30,56;343,8198;27,2
276,4477;35,88;314,9544;30,82;343,8197;16,9
276,2428;35,97;314,6608;30,92;343,5977;27,26
276,1769;35,99;314,5678;30,95;343,4599;27,29
276,1695;36;314,4544;30,99;343,1988;27,36
276,1658;36;314,2397;31,07;343,0866;27,39
276,1451;36,01;314,2231;31,07;342,992;27,41
276,0687;36,04;314,1333;31,1;342,7173;27,48
276,0207;36,06;314,0093;31,15;342,6148;27,5
276,0112;36,07;314;31,02;342,6074;27,5
275,8389;36,15;313,9632;31,16;342,425;27,55
275,7135;36,2;313,8933;31,19;342,3458;27,57
275,6381;36,24;313,7074;31,25;342,1796;27,61
275,5112;36,29;313,4853;31,33;342,1013;27,63
275,4857;36,3;313,2316;31,42;341,7399;27,72
275,4295;36,33;312,9001;31,53;341,5385;27,77
275,3268;36,38;312,7956;31,57;341,4662;27,79
275,0715;36,48;312,5459;31,65;341,3513;27,81
275,0234;36,5;312,4557;31,68;341,2237;27,85
274,8875;36,56;312,3655;31,72;341,0893;27,88
274,8412;36,58;312,3331;31,73;340,9002;27,93
274,7818;36,6;312,3254;31,73;340,8566;27,94
274,6449;36,66;312,0655;31,82;340,7894;27,96
274,4327;36,75;312,0547;31,82;340,5934;28,01
274,4175;36,76;312,0082;31,84;340,3609;28,07
274,3214;36,8;311,9897;31,85;340,2778;28,09
274,2728;36,82;311,9729;31,85;339,9416;28,17
274,2557;36,83;311,9368;31,86;339,2886;28,34
274,0927;36,9;311,2883;32,09;339,233;15,65
273,8338;37,01;311,1674;32,14;338,9639;28,43
273,8174;37,02;311,0827;32,17;338,9181;22,17
273,5715;37,13;311;32,06;338,884;28,45
273,1136;37,33;310,9905;32,2;338,7683;28,48
273,1038;37,33;310,9406;32,22;338,613;28,52
273,0675;37,35;310,8401;32,25;338,5334;28,54
273,0343;37,36;310,7173;32,3;338,4479;28,56
273;37,47;310,6997;32,3;338,4108;28,57
273;37,49;310,6716;32,31;337,8741;28,71
273;37,49;310,5503;32,35;337,7717;22,05
272,9604;37,4;310,4683;32,38;337,6194;28,77
272,7757;37,48;310,4086;32,4;337,61;28,78
272,6388;37,54;310,3501;32,42;337,2847;28,86
272,4996;37,6;310,2464;32,46;337,2148;28,88
272,4523;37,62;310,2136;32,47;336,5944;29,04
272,3604;37,66;310;32,51;336,5686;29,05
272,3068;37,68;310;32,54;336,2378;29,14
272,2825;37,69;309,6551;32,67;336,0582;29,18
272,1037;37,78;309,6335;32,67;336,0523;29,18
271,8669;37,88;309,6313;32,68;335,816;29,25
271,8234;37,9;309,5158;32,72;335,7768;29,26
271,6448;37,98;309,3234;32,79;335,1683;29,41
271,4747;38,06;309,2782;32,8;335,0819;29,43
271,4446;38,07;309,1171;32,86;334,9432;29,47
271,4044;38,09;309,0727;32,88;334,8997;29,48
271,3965;38,09;309,0044;32,9;334,8529;29,49
271,3114;38,13;309;32,87;334,8306;29,5
271;38,11;309;32,96;334,3155;29,63
270,9018;38,32;308,9401;32,93;334,1028;29,69
270,7945;38,37;308,8004;32,98;333,9912;20,06
270,7804;38,38;308,6272;33,04;333,9562;29,72
270,7769;38,38;308,5167;33,07;333,9451;29,73
270,7753;38,38;308;33,09;333,5805;29,82
270,3285;38,58;307,8472;33,32;333,4702;23,31
269,9443;38,76;307,7329;33,35;333,4353;29,86
269,9353;38,76;307,5271;33,43;333,2814;29,91
269,8657;38,8;307,3595;33,49;333,1489;29,94
269,6241;38,91;307,3172;33,51;332,9695;29,99
269,6097;38,92;307,2729;33,53;332,9691;29,99
269,4387;39;307,0876;33,6;332,8516;30,02
269,2761;39,07;307,0408;33,61;332,6684;30,07
269,2456;39,09;306,9933;33,63;332,1998;30,2
269,2327;39,1;306,9689;33,64;331,9371;30,26
269;39,11;306,8221;33,7;331,7205;30,32
269;39,21;306,7195;33,73;331,6843;30,33
269;39,41;306,4615;33,83;331,6407;30,34
268,7791;39,31;306;33,91;331,4224;30,4
268,7064;39,35;305,9394;34,02;331,397;30,4
268,6406;39,38;305,8407;34,06;331,381;30,41
268,4081;39,5;305,7075;34,11;331,2979;30,43
268,1489;39,63;305,0883;34,34;331,2215;30,45
268,1172;39,64;305,0433;34,35;331,1986;30,46
268,0551;39,67;304,9185;34,4;331,1461;30,47
267,9941;39,7;304,7137;34,48;330,9691;21,75
267,8363;39,78;304,5346;34,54;330,7822;30,57
267,5695;39,91;304,3553;34,61;330,5241;30,63
267,3915;39,99;304,2959;34,63;330,5208;30,63
267,3382;40,02;304,1048;34,7;330,4371;30,65
267,0709;40,15;303,9911;34,74;329,863;21,02
267;40,13;303,9259;34,76;329,6695;30,86
267;40,2;303,7654;34,82;329,3472;30,95
266,9014;40,23;303,6931;34,85;329,3396;30,95
266,8239;40,27;303,6926;34,85;329,3375;30,95
266,78;40,29;303,6475;34,86;329,3121;30,96
266,6638;40,35;303,4453;34,94;329,2283;30,98
266,5826;40,38;303,2307;35,02;328,9814;22,05
266,3927;40,48;303,2196;35,02;328,9397;31,06
266,1216;40,61;303,2039;35,03;328,7376;31,11
266,1168;40,61;303,1553;35,05;328,57;31,16
265,9783;40,68;303,0316;35,1;328,5292;31,17
265,7388;40,8;303;35;328,2945;31,23
265,4062;40,96;303;35,01;328,1882;31,26
265,4008;40,96;302,9935;35,12;328,0932;52,01
265,3389;40,99;302,9663;35,12;327,6365;31,4
265,3082;41,01;302,8501;35,17;327,536;31,43
265;40,97;302,6676;35,24;327,3892;31,47
264,7921;41,27;302,5462;35,29;327,3099;31,49
264,7245;41,31;302,5259;35,29;327,3054;31,49
264,5763;41,38;302,5186;35,3;327,2448;31,51
264,4997;41,42;302,3939;35,34;327,1481;31,54
264,4913;41,42;302,2721;35,39;327,0177;31,57
264,4222;41,46;302,2219;35,41;326,7701;31,64
264,4145;41,46;302,1151;35,45;325,945;31,87
264,3989;41,47;301,8188;35,56;325,8752;31,89
264,3252;41,51;301,7745;35,58;325,8272;31,9
264,2733;41,54;301,7107;35,6;325,7543;31,92
263,9764;41,69;301,6852;35,61;325,1501;32,09
263,9405;41,71;301,6222;35,63;325,0092;32,13
263,8089;41,78;301,2595;35,78;324,8661;32,17
263,5527;41,91;301,2547;35,78;324,6091;32,24
263,5399;41,92;301,1286;35,83;324,5454;32,26
263,1704;42,11;301,1191;35,83;324,0246;32,4
263,0653;42,17;300,9825;35,88;324,0034;32,41
263;42,24;300,8891;35,92;323,7889;32,48
262,8981;42,25;300,7544;35,97;323,5205;32,55
262,8407;42,28;300,5941;36,03;323,5047;32,56
262,5851;42,42;300,1589;36,21;323,4748;32,56
262,5428;42,44;300,1544;36,21;323,4195;32,58
262,4672;42,48;300;36,12;323,2426;32,63
262,3158;42,56;299,8612;36,31;323,1113;32,66
262,2564;42,59;299,5138;36,44;322,8632;32,73
262,2428;42,6;299,0549;36,61;322,6845;32,78
262,1751;42,64;299,0399;36,62;322,4365;32,85
262,1656;42,64;299,0068;36,63;322,2966;32,89
262,1248;42,66;299;36,68;322,1192;32,94
262,0879;42,68;298,8532;36,69;322,0235;32,97
261,7255;42,87;298,8348;36,7;321,8763;18,82
261,39;43,05;298,5852;36,79;321,8584;33,02
261,3327;43,08;298,5034;36,82;321,7408;33,05
261,1482;43,17;298,4088;36,86;321,7275;33,05
260,7599;43,39;298,2276;36,93;321,7159;33,06
260,5536;43,49;298,1638;36,96;321,6766;33,07
260,5454;43,5;298;37,08;321,3231;12,6
260,3278;43,62;297,8019;37,1;321,1957;33,21
260,3195;43,62;297,7573;37,12;320,7945;33,32
260,2763;43,65;297,4717;37,23;320,7809;33,32
260;43,72;297,4378;37,25;320,7589;33,33
259,8781;43,86;297,2372;37,32;320,455;33,42
259,8034;43,9;297,1104;37,37;320,3915;33,44
259,6738;43,97;296,8068;37,5;320,1251;33,52
259,6442;43,99;296,6449;37,56;320,0809;33,53
259,5295;44,05;296,0637;37,79;319,9816;33,55
259,4379;44,1;296,0128;37,81;319,5924;33,66
259,4115;44,12;296;37,67;319,435;33,7
259,4088;44,12;296;37,81;319,2684;33,75
259,3456;44,15;296;38;319,1324;33,79
259,3449;44,15;295,8924;37,85;318,9145;33,85
259,1229;44,28;295,8805;37,86;318,8966;33,86
259,0654;44,31;295,8527;37,86;318,8836;33,86
259,0304;44,33;295,6277;37,95;318,8157;33,88
258,9705;44,36;295,5548;37,98;318,7288;33,91
258,9617;44,37;295,4753;38,01;318,705;33,91
258,8302;44,44;295,3793;38,06;318,3797;34,01
258,7754;44,46;295,3173;38,08;318,2443;34,05
258,7591;44,47;295,2918;38,09;318,124;15,65
258,7077;44,5;294,9184;38,24;318,0523;34,11
258,6825;44,52;294,8227;38,28;317,755;34,2
258,3238;44,72;294,7675;38,3;317,5609;34,26
258,1836;44,79;294,6232;38,36;317,5268;34,27
258,1816;44,79;294,4632;38,42;317,464;34,29
258,0442;44,88;294,4159;38,44;317,2107;34,35
258,0304;44,88;294,1532;38,55;317,2016;34,36
258,0291;44,89;294,1286;38,56;316,8274;34,47
258;44,66;294,0223;38,6;316,6618;34,51
258;44,93;294;38,53;316,646;34,52
257,9013;44,95;294;38,61;316,5102;34,56
257,6616;45,1;294;38,61;316,3347;34,61
257,4069;45,24;294;38,75;316,1795;34,65
257,2931;45,3;293,9039;38,65;315,9776;34,71
257,2115;45,35;293,8665;38,66;315,9649;34,72
257,1718;45,37;293,8284;38,68;315,8131;34,76
257,1703;45,37;293,7945;38,69;315,766;13,9
256,9622;45,49;293,7916;38,69;315,3906;34,89
256,8951;45,53;293,7475;38,71;315,216;29,99
256,1082;45,97;293,6918;38,74;315,1558;34,96
256;45,84;293,6422;38,76;315,1113;34,26
256;46,25;293,4675;38,83;315,0139;35
255,9306;46,07;293,4159;38,85;314,9758;35,01
255,9147;46,08;293,2064;38,94;314,9092;35,03
255,8951;46,09;293,0343;39;314,6278;35,12
255,8313;46,13;293;39,01;314,4827;35,16
255,7353;46,18;292,9266;39,05;314,2735;35,23
255,6683;46,22;292,9044;39,06;314,2695;35,23
255,5844;46,27;292,6894;39,15;314,1861;35,25
255,5703;46,28;292,6799;39,15;314,1408;35,27
255,5298;46,3;292,4644;39,24;313,9997;31,06
255,3524;46,41;292,3548;39,29;313,9623;23,85
255,1734;46,51;292,1988;39,35;313,5591;35,43
255,1468;46,53;292,0295;39,42;313,0755;35,58
255,0036;46,61;292,0288;39,42;312,8834;35,64
255;46,81;292,0054;39,43;312,8108;35,66
254,9877;46,62;291,5264;39,63;312,7832;35,67
254,7446;46,77;291,2473;39,75;312,6358;34,26
254,6497;46,82;291,2;39,76;312,5303;26,97
254,3579;47;291,0175;39,84;312,4009;35,78
254,1213;47,14;291,01;39,84;312,1348;35,86
254;47,18;291;39,94;311,7398;35,98
253,8384;47,31;291;40,04;311,7023;28,77
253,7661;47,35;290,9707;39,86;311,5997;36,03
253,7355;47,37;290,8868;39,9;311,444;36,07
253,6516;47,42;290,7931;39,94;311,3786;36,09
253,5942;47,45;290,5982;40,02;311,3676;36,1
253,5541;47,48;290,5397;40,04;311,2143;36,14
253,5402;47,49;290,4769;40,07;311,0472;36,2
253,3749;47,59;290,1491;40,2;311,0103;30,86
253,3318;47,62;290,1343;40,21;310,6691;36,31
253;48,08;290,1339;40,21;310,6503;31,49
252,9488;47,84;290,0837;40,23;310,5685;36,34
252,9232;47,85;290,0683;40,23;310,4355;36,38
252,9045;47,86;290,0347;40,25;310,3095;36,42
252,8718;47,88;289,91;40,3;310,2804;31,49
252,6225;48,04;289,6408;40,41;310,2011;36,46
252,5252;48,1;289,5561;40,44;309,6015;36,63
252,3757;48,19;289,2938;40,56;309,4888;36,66
252,3355;48,21;289,0231;40,68;309,2176;36,74
252,1983;48,29;289,0076;40,68;308,9927;36,81
252,0928;48,36;289;40,76;308,4989;36,97
252,0688;48,37;289;40,81;308,3755;37,01
252,0476;48,38;288,7438;40,8;308,3592;37,01
252;48,55;288,7291;40,81;308,1488;37,08
251,9145;48,47;288,6753;40,83;308,0729;37,11
251,9137;48,47;288,5688;40,88;307,9187;37,15
251,8701;48,49;288,2802;41;307,8626;37,17
251,7928;48,54;288,0372;41,11;307,7146;33,66
251,6612;48,62;288,0252;41,12;307,5974;37,25
251,6219;48,65;287,7402;41,23;307,5801;37,26
251,5807;48,67;287,7288;41,24;307,5404;37,27
251,5653;48,68;287,6774;41,26;307,1827;37,38
251,4355;48,77;287,4406;41,36;306,8656;37,48
251,3774;48,8;287,3678;41,4;306,8486;37,49
251,3515;48,82;287,3533;41,4;306,7897;37,5
251,0323;49,02;287,2337;41,45;306,67;37,54
251,0263;49,02;287,1664;41,48;306,5774;37,57
250,9658;49,06;287,0626;41,52;306,48;37,6
250,9621;49,06;287;41,7;305,8742;37,79
250,6042;49,28;286,8726;41,6;305,7909;37,82
250,6031;49,28;286,7208;41,67;305,6342;37,87
250,5478;49,31;286,7125;41,67;305,509;25,77
250,4754;49,36;286,68;41,68;305,3108;37,97
250,3707;49,43;286,5362;41,75;305,179;38,01
250,3158;49,46;286,4931;41,76;305,1615;38,02
250,3137;49,46;286,0938;41,93;304,965;38,08
250,2329;49,52;286,0577;41,95;304,7812;38,13
250,1408;49,58;286,0233;41,97;304,7509;20,06
250,0278;49,65;286;41,91;304,7077;38,16
250,0172;49,66;285,8915;42,02;304,6905;38,16
250;49,39;285,7359;42,09;304,6026;38,19
250;49,7;285,2416;42,31;304,391;33,05
250;49,95;285,2087;42,32;304,3879;38,26
249,9953;49,67;284,8871;42,46;304,3856;38,26
249,7478;49,83;284,7819;42,51;303,9977;38,38
249,6984;49,86;284,7201;42,53;303,8375;38,43
249,6369;49,9;284,6389;42,57;303,6194;38,5
249,3572;50,07;284,6349;42,57;303,3691;23,85
249,2784;50,12;284,5924;42,59;302,6894;32,48
249;50,23;284,5502;42,61;302,4784;38,86
249;50,38;284,5489;42,61;302,4432;38,87
248,8671;50,39;284,0428;42,84;302,2404;38,93
248,7872;50,45;284,0091;42,85;302,2041;38,94
248,6982;50,5;284,0031;42,86;302,1954;38,94
248,6034;50,56;284;42,69;301,8454;39,06
248,5588;50,59;283,9913;42,86;301,6211;39,13
